,state_prev,action,next_reward,next_state,game_over
8020,[19.22853105 17.          2.          6.2       ],"[tensor([-117.7496], grad_fn=<AddBackward0>)]",-12.0,[19.200105 18.        2.        6.      ],False
8021,[19.200105 18.        2.        6.      ],"[tensor([-121.0843], grad_fn=<AddBackward0>)]",-12.28,[19.1963065 19.         2.         5.4      ],False
8022,[19.1963065 19.         2.         5.4      ],"[tensor([-125.3375], grad_fn=<AddBackward0>)]",-12.15,[19.21188122 20.          2.          5.5       ],False
8023,[19.21188122 20.          2.          5.5       ],"[tensor([-128.3555], grad_fn=<AddBackward0>)]",-11.71,[19.24799382 21.          2.          5.5       ],False
8024,[19.24799382 21.          2.          5.5       ],"[tensor([-131.5716], grad_fn=<AddBackward0>)]",-11.47,[19.22617946 22.          2.          5.6       ],False
8025,[19.22617946 22.          2.          5.6       ],"[tensor([-134.2690], grad_fn=<AddBackward0>)]",-11.35,[19.24701114 23.          2.          5.7       ],False
8026,[19.24701114 23.          2.          5.7       ],"[tensor([-137.3210], grad_fn=<AddBackward0>)]",-11.0,[19.27644699  1.          3.          5.7       ],False
8027,[19.27644699  1.          3.          5.7       ],"[tensor([-137.5255], grad_fn=<AddBackward0>)]",-10.63,[19.29384634  1.          3.          5.7       ],False
8028,[19.29384634  1.          3.          5.7       ],"[tensor([-138.3074], grad_fn=<AddBackward0>)]",-10.43,[19.3010403  2.         3.         5.4      ],False
8029,[19.3010403  2.         3.         5.4      ],"[tensor([-137.2382], grad_fn=<AddBackward0>)]",-10.35,[19.30333855  3.          3.          5.        ],False
8030,[19.30333855  3.          3.          5.        ],"[tensor([-136.1967], grad_fn=<AddBackward0>)]",-10.41,[19.29460768  4.          3.          5.1       ],False
8031,[19.29460768  4.          3.          5.1       ],"[tensor([-133.9866], grad_fn=<AddBackward0>)]",-10.5,[19.2904452  5.         3.         4.8      ],False
8032,[19.2904452  5.         3.         4.8      ],"[tensor([-132.5882], grad_fn=<AddBackward0>)]",-10.83,[19.25772825  6.          3.          5.1       ],False
8033,[19.25772825  6.          3.          5.1       ],"[tensor([-129.7640], grad_fn=<AddBackward0>)]",-11.02,[19.28006678  7.          3.          4.8       ],False
8034,[19.28006678  7.          3.          4.8       ],"[tensor([-128.6477], grad_fn=<AddBackward0>)]",-10.5,[19.3556975  8.         3.         4.6      ],False
8035,[19.3556975  8.         3.         4.6      ],"[tensor([-128.0547], grad_fn=<AddBackward0>)]",-17.94,[19.53766065  9.          3.          4.8       ],False
8036,[19.53766065  9.          3.          4.8       ],"[tensor([-127.7670], grad_fn=<AddBackward0>)]",-15.780000000000001,[19.6583429 10.         3.         4.9      ],False
8037,[19.6583429 10.         3.         4.9      ],"[tensor([-127.5195], grad_fn=<AddBackward0>)]",-13.74,[19.82570425 11.          3.          4.6       ],False
8038,[19.82570425 11.          3.          4.6       ],"[tensor([-128.7224], grad_fn=<AddBackward0>)]",-11.879999999999999,[19.91053892 12.          3.          5.1       ],False
8039,[19.91053892 12.          3.          5.1       ],"[tensor([-127.5697], grad_fn=<AddBackward0>)]",-10.77,[19.98132247 13.          3.          3.7       ],False
8040,[19.98132247 13.          3.          3.7       ],"[tensor([-131.0941], grad_fn=<AddBackward0>)]",-0.3,[20.00100392 14.          3.          2.8       ],False
8041,[20.00100392 14.          3.          2.8       ],"[tensor([-133.1789], grad_fn=<AddBackward0>)]",-10.63,[19.92478565 15.          3.          3.2       ],False
8042,[19.92478565 15.          3.          3.2       ],"[tensor([-131.7001], grad_fn=<AddBackward0>)]",-2.18,[19.79373426 16.          3.          3.3       ],False
8043,[19.79373426 16.          3.          3.3       ],"[tensor([-130.8497], grad_fn=<AddBackward0>)]",-3.57,[19.72833756 17.          3.          2.4       ],False
8044,[19.72833756 17.          3.          2.4       ],"[tensor([-133.2722], grad_fn=<AddBackward0>)]",-4.6,[19.68548175 18.          3.          2.5       ],False
8045,[19.68548175 18.          3.          2.5       ],"[tensor([-133.4873], grad_fn=<AddBackward0>)]",-5.45,[19.62665716 19.          3.          2.6       ],False
8046,[19.62665716 19.          3.          2.6       ],"[tensor([-133.5583], grad_fn=<AddBackward0>)]",-7.47,[19.40361183 20.          3.          2.7       ],False
8047,[19.40361183 20.          3.          2.7       ],"[tensor([-132.7360], grad_fn=<AddBackward0>)]",-9.53,[19.3212808 21.         3.         1.9      ],False
8048,[19.3212808 21.         3.         1.9      ],"[tensor([-135.0616], grad_fn=<AddBackward0>)]",-10.72,[19.2500327 22.         3.         1.1      ],False
8049,[19.2500327 22.         3.         1.1      ],"[tensor([-137.5604], grad_fn=<AddBackward0>)]",-11.43,[19.22102916 23.          3.          1.7       ],False
8050,[19.22102916 23.          3.          1.7       ],"[tensor([-137.0626], grad_fn=<AddBackward0>)]",-11.73,[19.21520457  1.          4.          2.1       ],False
8051,[19.21520457  1.          4.          2.1       ],"[tensor([-138.2587], grad_fn=<AddBackward0>)]",-11.81,[19.21205448  1.          4.          2.1       ],False
8052,[19.21205448  1.          4.          2.1       ],"[tensor([-137.6213], grad_fn=<AddBackward0>)]",-11.91,[19.20264438  2.          4.          2.1       ],False
8053,[19.20264438  2.          4.          2.1       ],"[tensor([-134.6979], grad_fn=<AddBackward0>)]",-12.11,[19.18545377  3.          4.          2.1       ],False
8054,[19.18545377  3.          4.          2.1       ],"[tensor([-131.7337], grad_fn=<AddBackward0>)]",-12.41,[19.16299498  4.          4.          2.1       ],False
8055,[19.16299498  4.          4.          2.1       ],"[tensor([-128.8387], grad_fn=<AddBackward0>)]",-12.63,[19.15542541  5.          4.          2.3       ],False
8056,[19.15542541  5.          4.          2.3       ],"[tensor([-125.6198], grad_fn=<AddBackward0>)]",-12.83,[19.14045963  6.          4.          2.1       ],False
8057,[19.14045963  6.          4.          2.1       ],"[tensor([-123.2935], grad_fn=<AddBackward0>)]",-12.55,[19.20320751  7.          4.          2.2       ],False
8058,[19.20320751  7.          4.          2.2       ],"[tensor([-121.0989], grad_fn=<AddBackward0>)]",-11.45,[19.31244822  8.          4.          2.1       ],False
8059,[19.31244822  8.          4.          2.1       ],"[tensor([-120.2989], grad_fn=<AddBackward0>)]",-18.82,[19.45032328  9.          4.          2.1       ],False
8060,[19.45032328  9.          4.          2.1       ],"[tensor([-119.6726], grad_fn=<AddBackward0>)]",-17.15,[19.54133566 10.          4.          2.4       ],False
8061,[19.54133566 10.          4.          2.4       ],"[tensor([-118.3677], grad_fn=<AddBackward0>)]",-16.17,[19.57730267 11.          4.          2.9       ],False
8062,[19.57730267 11.          4.          2.9       ],"[tensor([-116.4003], grad_fn=<AddBackward0>)]",-15.89,[19.56946413 12.          4.          3.3       ],False
8063,[19.56946413 12.          4.          3.3       ],"[tensor([-114.6973], grad_fn=<AddBackward0>)]",-15.8,[19.59141458 13.          4.          3.        ],False
8064,[19.59141458 13.          4.          3.        ],"[tensor([-115.3239], grad_fn=<AddBackward0>)]",-16.27,[19.53323719 14.          4.          2.4       ],False
8065,[19.53323719 14.          4.          2.4       ],"[tensor([-116.7457], grad_fn=<AddBackward0>)]",-17.12,[19.45552339 15.          4.          3.        ],False
8066,[19.45552339 15.          4.          3.        ],"[tensor([-115.6039], grad_fn=<AddBackward0>)]",-7.97,[19.45602595 16.          4.          2.5       ],False
8067,[19.45602595 16.          4.          2.5       ],"[tensor([-118.1127], grad_fn=<AddBackward0>)]",-8.05,[19.45744917 17.          4.          2.5       ],False
8068,[19.45744917 17.          4.          2.5       ],"[tensor([-119.6946], grad_fn=<AddBackward0>)]",-8.63,[19.40068572 18.          4.          2.5       ],False
8069,[19.40068572 18.          4.          2.5       ],"[tensor([-120.9855], grad_fn=<AddBackward0>)]",-9.45,[19.36118665 19.          4.          2.4       ],False
8070,[19.36118665 19.          4.          2.4       ],"[tensor([-122.6092], grad_fn=<AddBackward0>)]",-11.05,[19.20066727 20.          4.          2.4       ],False
8071,[19.20066727 20.          4.          2.4       ],"[tensor([-123.4448], grad_fn=<AddBackward0>)]",-12.56,[19.13785957 21.          4.          2.        ],False
8072,[19.13785957 21.          4.          2.        ],"[tensor([-125.9554], grad_fn=<AddBackward0>)]",-13.78,[19.04078197 22.          4.          2.3       ],False
8073,[19.04078197 22.          4.          2.3       ],"[tensor([-126.7803], grad_fn=<AddBackward0>)]",-14.97,[18.97348081 23.          4.          2.7       ],False
8074,[18.97348081 23.          4.          2.7       ],"[tensor([-127.8365], grad_fn=<AddBackward0>)]",-15.49,[18.97462096  1.          5.          2.6       ],False
8075,[18.97462096  1.          5.          2.6       ],"[tensor([-130.9210], grad_fn=<AddBackward0>)]",-15.55,[18.97376809  1.          5.          2.6       ],False
8076,[18.97376809  1.          5.          2.6       ],"[tensor([-131.0682], grad_fn=<AddBackward0>)]",-15.48,[18.97984715  2.          5.          3.        ],False
8077,[18.97984715  2.          5.          3.        ],"[tensor([-128.2358], grad_fn=<AddBackward0>)]",-15.45,[18.97849976  3.          5.          2.6       ],False
8078,[18.97849976  3.          5.          2.6       ],"[tensor([-127.1310], grad_fn=<AddBackward0>)]",-15.5,[18.97319379  4.          5.          3.1       ],False
8079,[18.97319379  4.          5.          3.1       ],"[tensor([-124.1759], grad_fn=<AddBackward0>)]",-15.58,[18.96815721  5.          5.          3.1       ],False
8080,[18.96815721  5.          5.          3.1       ],"[tensor([-122.3744], grad_fn=<AddBackward0>)]",-15.6,[18.9706311  6.         5.         1.8      ],False
8081,[18.9706311  6.         5.         1.8      ],"[tensor([-123.6318], grad_fn=<AddBackward0>)]",-15.3,[19.02285693  7.          5.          2.8       ],False
8082,[19.02285693  7.          5.          2.8       ],"[tensor([-120.3035], grad_fn=<AddBackward0>)]",-14.19,[19.13431474  8.          5.          2.9       ],False
8083,[19.13431474  8.          5.          2.9       ],"[tensor([-119.9502], grad_fn=<AddBackward0>)]",-21.53,[19.24416854  9.          5.          3.3       ],False
8084,[19.24416854  9.          5.          3.3       ],"[tensor([-119.1312], grad_fn=<AddBackward0>)]",-19.93,[19.33826298 10.          5.          3.7       ],False
8085,[19.33826298 10.          5.          3.7       ],"[tensor([-118.5074], grad_fn=<AddBackward0>)]",-18.58,[19.42583472 11.          5.          1.5       ],False
8086,[19.42583472 11.          5.          1.5       ],"[tensor([-124.4607], grad_fn=<AddBackward0>)]",-17.29,[19.51764499 12.          5.          2.9       ],False
8087,[19.51764499 12.          5.          2.9       ],"[tensor([-121.8657], grad_fn=<AddBackward0>)]",-16.13,[19.58584426 13.          5.          2.4       ],False
8088,[19.58584426 13.          5.          2.4       ],"[tensor([-124.2538], grad_fn=<AddBackward0>)]",-15.86,[19.58462354 14.          5.          2.4       ],False
8089,[19.58462354 14.          5.          2.4       ],"[tensor([-125.3032], grad_fn=<AddBackward0>)]",-16.36,[19.50394448 15.          5.          3.3       ],False
8090,[19.50394448 15.          5.          3.3       ],"[tensor([-124.0938], grad_fn=<AddBackward0>)]",-7.38,[19.47691451 16.          5.          3.3       ],False
8091,[19.47691451 16.          5.          3.3       ],"[tensor([-126.0272], grad_fn=<AddBackward0>)]",-8.05,[19.43217927 17.          5.          3.5       ],False
8092,[19.43217927 17.          5.          3.5       ],"[tensor([-127.5659], grad_fn=<AddBackward0>)]",-8.81,[19.40122282 18.          5.          3.8       ],False
8093,[19.40122282 18.          5.          3.8       ],"[tensor([-128.9560], grad_fn=<AddBackward0>)]",-9.46,[19.37018816 19.          5.          3.7       ],False
8094,[19.37018816 19.          5.          3.7       ],"[tensor([-131.1419], grad_fn=<AddBackward0>)]",-11.04,[19.19952897 20.          5.          4.6       ],False
8095,[19.19952897 20.          5.          4.6       ],"[tensor([-130.7172], grad_fn=<AddBackward0>)]",-12.66,[19.13044968 21.          5.          5.4       ],False
8096,[19.13044968 21.          5.          5.4       ],"[tensor([-131.2401], grad_fn=<AddBackward0>)]",-13.82,[19.04694246 22.          5.          5.7       ],False
8097,[19.04694246 22.          5.          5.7       ],"[tensor([-132.8908], grad_fn=<AddBackward0>)]",-14.57,[19.02187771 23.          5.          6.1       ],False
8098,[19.02187771 23.          5.          6.1       ],"[tensor([-134.6991], grad_fn=<AddBackward0>)]",-14.75,[19.02874039  1.          6.          5.7       ],False
8099,[19.02874039  1.          6.          5.7       ],"[tensor([-132.5721], grad_fn=<AddBackward0>)]",-14.8,[19.01855461  1.          6.          5.7       ],False
8100,[19.01855461  1.          6.          5.7       ],"[tensor([-132.6979], grad_fn=<AddBackward0>)]",-14.9,[19.01206121  2.          6.          5.9       ],False
8101,[19.01206121  2.          6.          5.9       ],"[tensor([-130.4261], grad_fn=<AddBackward0>)]",-14.86,[19.02169745  3.          6.          4.6       ],False
8102,[19.02169745  3.          6.          4.6       ],"[tensor([-131.1195], grad_fn=<AddBackward0>)]",-14.92,[19.00914461  4.          6.          4.9       ],False
8103,[19.00914461  4.          6.          4.9       ],"[tensor([-128.6306], grad_fn=<AddBackward0>)]",-14.92,[19.01607892  5.          6.          4.1       ],False
8104,[19.01607892  5.          6.          4.1       ],"[tensor([-128.5048], grad_fn=<AddBackward0>)]",-14.89,[19.01699752  6.          6.          4.1       ],False
8105,[19.01699752  6.          6.          4.1       ],"[tensor([-126.7642], grad_fn=<AddBackward0>)]",-14.95,[19.02984505  7.          6.          4.1       ],False
8106,[19.02984505  7.          6.          4.1       ],"[tensor([-125.3144], grad_fn=<AddBackward0>)]",-13.94,[19.15796092  8.          6.          4.2       ],False
8107,[19.15796092  8.          6.          4.2       ],"[tensor([-124.8425], grad_fn=<AddBackward0>)]",-21.0,[19.30477988  9.          6.          3.8       ],False
8108,[19.30477988  9.          6.          3.8       ],"[tensor([-125.9600], grad_fn=<AddBackward0>)]",-18.9,[19.43660095 10.          6.          4.2       ],False
8109,[19.43660095 10.          6.          4.2       ],"[tensor([-125.4840], grad_fn=<AddBackward0>)]",-17.38,[19.50831652 11.          6.          4.2       ],False
8110,[19.50831652 11.          6.          4.2       ],"[tensor([-125.7813], grad_fn=<AddBackward0>)]",-17.44,[19.39622485 12.          6.          4.3       ],False
8111,[19.39622485 12.          6.          4.3       ],"[tensor([-124.6853], grad_fn=<AddBackward0>)]",-17.89,[19.43391154 13.          6.          4.4       ],False
8112,[19.43391154 13.          6.          4.4       ],"[tensor([-125.1690], grad_fn=<AddBackward0>)]",-17.94,[19.45238675 14.          6.          4.4       ],False
8113,[19.45238675 14.          6.          4.4       ],"[tensor([-126.2088], grad_fn=<AddBackward0>)]",-17.95,[19.43125989 15.          6.          4.        ],False
8114,[19.43125989 15.          6.          4.        ],"[tensor([-128.3703], grad_fn=<AddBackward0>)]",-8.25,[19.45440629 16.          6.          4.        ],False
8115,[19.45440629 16.          6.          4.        ],"[tensor([-130.6850], grad_fn=<AddBackward0>)]",-8.2,[19.44752445 17.          6.          4.1       ],False
8116,[19.44752445 17.          6.          4.1       ],"[tensor([-132.7099], grad_fn=<AddBackward0>)]",-8.5,[19.43540331 18.          6.          4.        ],False
8117,[19.43540331 18.          6.          4.        ],"[tensor([-134.9988], grad_fn=<AddBackward0>)]",-8.84,[19.42095851 19.          6.          3.8       ],False
8118,[19.42095851 19.          6.          3.8       ],"[tensor([-137.4151], grad_fn=<AddBackward0>)]",-10.26,[19.25144653 20.          6.          3.9       ],False
8119,[19.25144653 20.          6.          3.9       ],"[tensor([-138.4887], grad_fn=<AddBackward0>)]",-11.58,[19.21259804 21.          6.          3.8       ],False
8120,[19.21259804 21.          6.          3.8       ],"[tensor([-140.7739], grad_fn=<AddBackward0>)]",-12.11,[19.18141188 22.          6.          3.8       ],False
8121,[19.18141188 22.          6.          3.8       ],"[tensor([-143.0093], grad_fn=<AddBackward0>)]",-12.35,[19.17327609 23.          6.          4.2       ],False
8122,[19.17327609 23.          6.          4.2       ],"[tensor([-144.6864], grad_fn=<AddBackward0>)]",-12.33,[19.18337145  1.          7.          4.        ],False
8123,[19.18337145  1.          7.          4.        ],"[tensor([-144.8738], grad_fn=<AddBackward0>)]",-12.29,[19.17835354  1.          7.          4.        ],False
8124,[19.17835354  1.          7.          4.        ],"[tensor([-144.8868], grad_fn=<AddBackward0>)]",-12.38,[19.16811694  2.          7.          4.2       ],False
8125,[19.16811694  2.          7.          4.2       ],"[tensor([-142.2336], grad_fn=<AddBackward0>)]",-12.42,[19.17033381  3.          7.          4.5       ],False
8126,[19.17033381  3.          7.          4.5       ],"[tensor([-139.4127], grad_fn=<AddBackward0>)]",-12.8,[19.126982  4.        7.        4.1     ],False
8127,[19.126982  4.        7.        4.1     ],"[tensor([-137.4888], grad_fn=<AddBackward0>)]",-13.15,[19.1161444  5.         7.         5.3      ],False
8128,[19.1161444  5.         7.         5.3      ],"[tensor([-132.7997], grad_fn=<AddBackward0>)]",-13.53,[19.08744838  6.          7.          6.8       ],False
8129,[19.08744838  6.          7.          6.8       ],"[tensor([-127.4257], grad_fn=<AddBackward0>)]",-13.49,[19.13334697  7.          7.          7.4       ],False
8130,[19.13334697  7.          7.          7.4       ],"[tensor([-124.7505], grad_fn=<AddBackward0>)]",-12.49,[19.24437216  8.          7.          7.8       ],False
8131,[19.24437216  8.          7.          7.8       ],"[tensor([-122.9745], grad_fn=<AddBackward0>)]",-19.66,[19.40589786  9.          7.          8.2       ],False
8132,[19.40589786  9.          7.          8.2       ],"[tensor([-121.9773], grad_fn=<AddBackward0>)]",-17.46,[19.53977388 10.          7.          8.7       ],False
8133,[19.53977388 10.          7.          8.7       ],"[tensor([-121.0355], grad_fn=<AddBackward0>)]",-15.4,[19.69564276 11.          7.          8.9       ],False
8134,[19.69564276 11.          7.          8.9       ],"[tensor([-120.8457], grad_fn=<AddBackward0>)]",-13.53,[19.7838734 12.         7.         9.       ],False
8135,[19.7838734 12.         7.         9.       ],"[tensor([-120.4229], grad_fn=<AddBackward0>)]",-12.52,[19.84569537 13.          7.          9.1       ],False
8136,[19.84569537 13.          7.          9.1       ],"[tensor([-120.3055], grad_fn=<AddBackward0>)]",-12.1,[19.87495066 14.          7.          6.9       ],False
8137,[19.87495066 14.          7.          6.9       ],"[tensor([-123.8353], grad_fn=<AddBackward0>)]",-12.43,[19.79068705 15.          7.          5.4       ],False
8138,[19.79068705 15.          7.          5.4       ],"[tensor([-126.2579], grad_fn=<AddBackward0>)]",-4.07,[19.64823465 16.          7.          5.7       ],False
8139,[19.64823465 16.          7.          5.7       ],"[tensor([-125.8688], grad_fn=<AddBackward0>)]",-5.6,[19.58449294 17.          7.          5.4       ],False
8140,[19.58449294 17.          7.          5.4       ],"[tensor([-127.5537], grad_fn=<AddBackward0>)]",-6.64,[19.54975406 18.          7.          4.3       ],False
8141,[19.54975406 18.          7.          4.3       ],"[tensor([-130.8235], grad_fn=<AddBackward0>)]",-7.42,[19.50096043 19.          7.          3.9       ],False
8142,[19.50096043 19.          7.          3.9       ],"[tensor([-132.7697], grad_fn=<AddBackward0>)]",-9.24,[19.3077173 20.         7.         3.7      ],False
8143,[19.3077173 20.         7.         3.7      ],"[tensor([-133.6859], grad_fn=<AddBackward0>)]",-11.07,[19.23427927 21.          7.          3.2       ],False
8144,[19.23427927 21.          7.          3.2       ],"[tensor([-135.9263], grad_fn=<AddBackward0>)]",-12.22,[19.16000856 22.          7.          3.        ],False
8145,[19.16000856 22.          7.          3.        ],"[tensor([-137.7721], grad_fn=<AddBackward0>)]",-13.28,[19.12874898  1.          8.          2.6       ],False
8146,[19.12874898  1.          8.          2.6       ],"[tensor([-142.5320], grad_fn=<AddBackward0>)]",-13.3,[19.12845105  1.          8.          2.6       ],False
8147,[19.12845105  1.          8.          2.6       ],"[tensor([-142.3131], grad_fn=<AddBackward0>)]",-13.47,[19.10856621  2.          8.          2.3       ],False
8148,[19.10856621  2.          8.          2.3       ],"[tensor([-140.3683], grad_fn=<AddBackward0>)]",-13.64,[19.10175217  3.          8.          2.4       ],False
8149,[19.10175217  3.          8.          2.4       ],"[tensor([-137.7633], grad_fn=<AddBackward0>)]",-13.65,[19.10811754  4.          8.          2.5       ],False
8150,[19.10811754  4.          8.          2.5       ],"[tensor([-135.3270], grad_fn=<AddBackward0>)]",-13.69,[19.09650076  5.          8.          2.7       ],False
8151,[19.09650076  5.          8.          2.7       ],"[tensor([-132.6439], grad_fn=<AddBackward0>)]",-13.42,[19.13008613  6.          8.          2.9       ],False
8152,[19.13008613  6.          8.          2.9       ],"[tensor([-130.3400], grad_fn=<AddBackward0>)]",-12.65,[19.19274284  7.          8.          2.7       ],False
8153,[19.19274284  7.          8.          2.7       ],"[tensor([-129.0495], grad_fn=<AddBackward0>)]",-11.5,[19.2926873  8.         8.         2.4      ],False
8154,[19.2926873  8.         8.         2.4      ],"[tensor([-128.4939], grad_fn=<AddBackward0>)]",-20.439999999999998,[19.33743035  9.          8.          2.9       ],False
8155,[19.33743035  9.          8.          2.9       ],"[tensor([-126.6466], grad_fn=<AddBackward0>)]",-19.86,[19.36013605 10.          8.          3.1       ],False
8156,[19.36013605 10.          8.          3.1       ],"[tensor([-125.4568], grad_fn=<AddBackward0>)]",-19.43,[19.39147786 11.          8.          3.1       ],False
8157,[19.39147786 11.          8.          3.1       ],"[tensor([-125.1452], grad_fn=<AddBackward0>)]",-19.0,[19.41611717 12.          8.          2.8       ],False
8158,[19.41611717 12.          8.          2.8       ],"[tensor([-125.6313], grad_fn=<AddBackward0>)]",-18.740000000000002,[19.42518118 13.          8.          2.7       ],False
8159,[19.42518118 13.          8.          2.7       ],"[tensor([-126.2072], grad_fn=<AddBackward0>)]",-18.55,[19.43831107 14.          8.          1.5       ],False
8160,[19.43831107 14.          8.          1.5       ],"[tensor([-129.9661], grad_fn=<AddBackward0>)]",-19.02,[19.37517582 15.          8.          2.1       ],False
8161,[19.37517582 15.          8.          2.1       ],"[tensor([-129.5135], grad_fn=<AddBackward0>)]",-10.08,[19.29299347 16.          8.          0.7       ],False
8162,[19.29299347 16.          8.          0.7       ],"[tensor([-134.4406], grad_fn=<AddBackward0>)]",-10.82,[19.27417441 17.          8.          1.6       ],False
8163,[19.27417441 17.          8.          1.6       ],"[tensor([-134.5753], grad_fn=<AddBackward0>)]",-11.15,[19.25857783 18.          8.          0.7       ],False
8164,[19.25857783 18.          8.          0.7       ],"[tensor([-138.7780], grad_fn=<AddBackward0>)]",-11.67,[19.21034599 19.          8.          1.5       ],False
8165,[19.21034599 19.          8.          1.5       ],"[tensor([-139.2131], grad_fn=<AddBackward0>)]",-12.27,[19.17567614 20.          8.          1.6       ],False
8166,[19.17567614 20.          8.          1.6       ],"[tensor([-141.3987], grad_fn=<AddBackward0>)]",-12.71,[19.15685001 21.          8.          1.6       ],False
8167,[19.15685001 21.          8.          1.6       ],"[tensor([-143.8234], grad_fn=<AddBackward0>)]",-13.44,[19.0696426 22.         8.         1.6      ],False
8168,[19.0696426 22.         8.         1.6      ],"[tensor([-145.9574], grad_fn=<AddBackward0>)]",-14.34,[19.02733191 23.          8.          1.3       ],False
8169,[19.02733191 23.          8.          1.3       ],"[tensor([-148.9449], grad_fn=<AddBackward0>)]",-14.87,[19.00837353  1.          9.          1.1       ],False
8170,[19.00837353  1.          9.          1.1       ],"[tensor([-146.9782], grad_fn=<AddBackward0>)]",-15.14,[18.99480871  1.          9.          1.1       ],False
8171,[18.99480871  1.          9.          1.1       ],"[tensor([-147.1354], grad_fn=<AddBackward0>)]",-15.3,[18.98638194  2.          9.          1.4       ],False
8172,[18.98638194  2.          9.          1.4       ],"[tensor([-144.7692], grad_fn=<AddBackward0>)]",-15.51,[18.97126027  3.          9.          1.3       ],False
8173,[18.97126027  3.          9.          1.3       ],"[tensor([-143.0619], grad_fn=<AddBackward0>)]",-15.65,[18.96594557  4.          9.          1.6       ],False
8174,[18.96594557  4.          9.          1.6       ],"[tensor([-140.6828], grad_fn=<AddBackward0>)]",-15.71,[18.96511291  5.          9.          1.5       ],False
8175,[18.96511291  5.          9.          1.5       ],"[tensor([-139.1479], grad_fn=<AddBackward0>)]",-15.7,[18.96806318  6.          9.          0.8       ],False
8176,[18.96806318  6.          9.          0.8       ],"[tensor([-138.7796], grad_fn=<AddBackward0>)]",-15.64,[18.97332619  7.          9.          1.4       ],False
8177,[18.97332619  7.          9.          1.4       ],"[tensor([-136.0042], grad_fn=<AddBackward0>)]",-15.32,[19.02567474  8.          9.          1.        ],False
8178,[19.02567474  8.          9.          1.        ],"[tensor([-135.7928], grad_fn=<AddBackward0>)]",-24.59,[19.07861521  9.          9.          2.1       ],False
8179,[19.07861521  9.          9.          2.1       ],"[tensor([-133.1095], grad_fn=<AddBackward0>)]",-23.130000000000003,[19.20411211 10.          9.          2.2       ],False
8180,[19.20411211 10.          9.          2.2       ],"[tensor([-133.3196], grad_fn=<AddBackward0>)]",-21.33,[19.34066876 11.          9.          2.4       ],False
8181,[19.34066876 11.          9.          2.4       ],"[tensor([-133.8078], grad_fn=<AddBackward0>)]",-19.8,[19.40388527 12.          9.          2.6       ],False
8182,[19.40388527 12.          9.          2.6       ],"[tensor([-133.9164], grad_fn=<AddBackward0>)]",-19.11,[19.41650243 13.          9.          3.        ],False
8183,[19.41650243 13.          9.          3.        ],"[tensor([-133.4886], grad_fn=<AddBackward0>)]",-18.84,[19.43816349 14.          9.          3.1       ],False
8184,[19.43816349 14.          9.          3.1       ],"[tensor([-134.2444], grad_fn=<AddBackward0>)]",-19.369999999999997,[19.34686247 15.          9.          3.5       ],False
8185,[19.34686247 15.          9.          3.5       ],"[tensor([-134.0623], grad_fn=<AddBackward0>)]",-10.66,[19.22987893 16.          9.          3.4       ],False
8186,[19.22987893 16.          9.          3.4       ],"[tensor([-135.8960], grad_fn=<AddBackward0>)]",-12.64,[19.11365674 17.          9.          3.4       ],False
8187,[19.11365674 17.          9.          3.4       ],"[tensor([-137.6618], grad_fn=<AddBackward0>)]",-13.73,[19.08912975 18.          9.          3.4       ],False
8188,[19.08912975 18.          9.          3.4       ],"[tensor([-140.0722], grad_fn=<AddBackward0>)]",-14.43,[19.04385088 19.          9.          3.4       ],False
8189,[19.04385088 19.          9.          3.4       ],"[tensor([-142.5364], grad_fn=<AddBackward0>)]",-14.73,[19.04152566 20.          9.          3.9       ],False
8190,[19.04152566 20.          9.          3.9       ],"[tensor([-144.4479], grad_fn=<AddBackward0>)]",-14.8,[19.0419686 21.         9.         4.       ],False
8191,[19.0419686 21.         9.         4.       ],"[tensor([-147.2092], grad_fn=<AddBackward0>)]",-15.18,[18.9755322 22.         9.         4.       ],False
8192,[18.9755322 22.         9.         4.       ],"[tensor([-149.8386], grad_fn=<AddBackward0>)]",-15.83,[18.94725118 23.          9.          4.        ],False
8193,[18.94725118 23.          9.          4.        ],"[tensor([-152.7421], grad_fn=<AddBackward0>)]",-16.22,[18.9325495  1.        10.         4.7      ],False
8194,[18.9325495  1.        10.         4.7      ],"[tensor([-152.1347], grad_fn=<AddBackward0>)]",-16.55,[18.90655269  1.         10.          4.7       ],False
8195,[18.90655269  1.         10.          4.7       ],"[tensor([-152.4779], grad_fn=<AddBackward0>)]",-16.77,[18.90189085  2.         10.          5.        ],False
8196,[18.90189085  2.         10.          5.        ],"[tensor([-150.3706], grad_fn=<AddBackward0>)]",-16.77,[18.90755614  3.         10.          5.        ],False
8197,[18.90755614  3.         10.          5.        ],"[tensor([-148.8297], grad_fn=<AddBackward0>)]",-16.78,[18.90263345  4.         10.          5.3       ],False
8198,[18.90263345  4.         10.          5.3       ],"[tensor([-146.6136], grad_fn=<AddBackward0>)]",-16.77,[18.90668047  5.         10.          5.7       ],False
8199,[18.90668047  5.         10.          5.7       ],"[tensor([-144.2243], grad_fn=<AddBackward0>)]",-16.81,[18.90085583  6.         10.          5.9       ],False
8200,[18.90085583  6.         10.          5.9       ],"[tensor([-142.1553], grad_fn=<AddBackward0>)]",-16.75,[18.93050918  7.         10.          6.2       ],False
